row_id,Game Name,Discount,Price,Rating,Release Date
1454,"Fairy Tale About Father Frost, Ivan and Nastya",-80%,"R$ 2,39",62.26%,Dec 2000
1455,Heroine Anthem Zero -Sacrifice-,-40%,"R$ 12,41",62.24%,Dec 2016
1456,Big Buck Hunter Arcade,-90%,"R$ 1,99",62.20%,Oct 2016
1457,Black Legend,-50%,"R$ 18,99",62.19%,Mar 2021
1458,ПОСЛЕДНИЙ ДЕНЬ В УРЮПИНСКЕ,-70%,"R$ 2,09",62.14%,Dec 2021
1459,Lovelorn sanatoriumⅠ,-37%,"R$ 16,68",62.09%,Nov 2022
1460,Space Mechanic Simulator,-46%,"R$ 27,79",62.01%,Aug 2023
1461,Surviving the Abyss,-25%,"R$ 44,99",61.97%,Nov 2024
1462,Queen's Quest: Tower of Darkness,-80%,"R$ 9,39",61.96%,Sep 2015
1463,OnlyFap: Fitness Baby 🔞💦,-55%,"R$ 6,52",61.95%,Dec 2022
1464,琉隐,-70%,"R$ 5,57",61.87%,Dec 2021
1465,The Moment of Silence,-80%,"R$ 9,99",61.85%,Mar 2005
1466,Demon Hunter 4: Riddles of Light,-70%,"R$ 8,69",61.82%,Feb 2018
1467,Tidalis,-75%,"R$ 4,24",61.81%,Jul 2010
1468,Demon Hunter: Chronicles from Beyond,-80%,"R$ 9,39",61.80%,Dec 2014
1469,Nickelodeon Kart Racers 3: Slime Speedway,-85%,"R$ 14,09",61.71%,Oct 2022
1470,Gamer Girls: Cyberpunk 2069,-70%,"R$ 4,34",61.71%,Dec 2021
1471,Frozen Synapse 2,-50%,"R$ 28,99",61.59%,Sep 2018
1472,Townopolis,-80%,"R$ 3,39",61.57%,Oct 2008
1473,Star Merchant,-50%,"R$ 1,74",61.53%,Mar 2017
1474,侠客春秋,-45%,"R$ 6,60",61.53%,Jun 2023
1475,Dance of Death,-80%,"R$ 2,75",61.52%,Dec 2015
1476,LOST PLANET® 3,-80%,"R$ 9,19",61.44%,Aug 2013
1477,Builders of Greece,-39%,"R$ 36,79",61.38%,Feb 2024
1478,Trackmania² Lagoon,-50%,"R$ 29,99",61.37%,May 2017
1479,Enlightenment,-85%,"R$ 3,59",61.35%,Aug 2017
1480,Party Maker,-45%,"R$ 28,69",61.33%,Oct 2022
1481,СИМУЛЯТОР ЛАЗАНЬЯ ПО ЗАБРОШКАМ,-50%,"R$ 1,74",61.29%,Feb 2023
1482,Cube Land Arena,-90%,"R$ 1,74",61.22%,Mar 2016
1483,Against All Odds,-50%,"R$ 8,49",61.11%,May 2023
1484,GangV | VR & PC Battle Royale,-50%,"R$ 14,49",61.07%,Apr 2021
1485,The Wisbey Mystery,-79%,"R$ 3,35",61.06%,Jan 2017
1486,WIN THE GAME: DO IT!,-50%,"R$ 1,74",61.04%,May 2018
1487,SQUID GIRLS 18+,-75%,"R$ 3,62",60.91%,Feb 2022
1488,The Settlers® 7 : History Edition,-60%,"R$ 17,99",60.83%,Jan 2019
1489,Depraved,-90%,"R$ 3,79",60.67%,Sep 2019
1490,Step-Sister's Pussy 🔞,-40%,"R$ 19,79",60.65%,May 2024
1491,eSports Legend,-55%,"R$ 9,31",60.54%,Oct 2018
1492,Retreat To Enen,-70%,"R$ 22,19",60.50%,Aug 2022
1493,JQ: countries,-50%,"R$ 1,74",60.47%,Feb 2018
1494,Night Mysteries: The Amphora Prisoner,-90%,"R$ 3,57",60.33%,Feb 2015
1495,SEX Doll Simulator🔞,-40%,"R$ 8,27",60.33%,Aug 2023
1496,3DRPG,-70%,"R$ 2,09",60.30%,Jan 2016
1497,Horse Tales: Emerald Valley Ranch,-75%,"R$ 22,25",60.28%,Nov 2022
1498,Miner Mayhem,-35%,"R$ 6,81",60.26%,Sep 2015
1499,Rift's Cave,-90%,"R$ 1,74",60.15%,Sep 2021
1500,PooSky,-83%,"R$ 2,31",60.15%,Oct 2017
1501,Iron Warriors: T - 72 Tank Command,-75%,"R$ 5,12",60.12%,Jul 2006
1502,The Construct,-90%,"R$ 1,74",60.06%,Sep 2016
1503,Hide and Seek,-50%,"R$ 1,74",60.06%,Feb 2019
1504,Energy Engine PC Live Wallpaper,-30%,"R$ 9,65",60.01%,May 2019
1505,Hunters Of The Dead,-80%,"R$ 2,09",59.98%,Sep 2014
1506,OnlyFuck - RuRu's Adventures,-50%,"R$ 16,49",59.98%,Jun 2021
1507,RAID: World War II,-60%,"R$ 21,99",59.97%,Sep 2017
1508,神舞幻想 Faith of Danschant,-50%,"R$ 28,99",59.85%,Dec 2017
1509,Anno 2070™,-75%,"R$ 14,99",59.84%,Nov 2011
1510,Brewpub Simulator,-54%,"R$ 34,77",59.72%,Jul 2023
1511,Dreadlands,-95%,"R$ 3,69",59.66%,Mar 2020
1512,Noir Chronicles: City of Crime,-70%,"R$ 14,09",59.57%,Jan 2018
1513,A Front Too Far: Normandy,-20%,"R$ 15,98",59.57%,Dec 2018
1514,Zombie Survivals [18+]🧟‍♀️🔞,-40%,"R$ 8,27",59.52%,Mar 2023
1515,Candy Blast,-90%,"R$ 1,74",59.47%,Jun 2016
1516,SEX Room [18+],-12%,"R$ 28,88",59.34%,Feb 2023
1517,Gravity Badgers,-63%,"R$ 6,28",59.24%,Nov 2013
1518,Soul Elegy,-75%,"R$ 9,24",59.21%,Aug 2021
1519,The Bluecoats: North & South,-90%,"R$ 3,99",59.13%,Nov 2020
1520,Kawaii Girl 2,-72%,"R$ 1,95",59.11%,Aug 2020
1521,A-Tech Cybernetic VR,-67%,"R$ 9,56",59.01%,Mar 2020
1522,Alpha Zylon,-80%,"R$ 2,75",58.98%,Dec 2007
1523,Dysterra,-30%,"R$ 41,99",58.97%,Nov 2022
1524,College Sex Party 🔞,-55%,"R$ 14,84",58.90%,Sep 2023
1525,A Valley Without Wind,-75%,"R$ 11,74",58.70%,Apr 2012
1526,Osteya,-90%,"R$ 1,74",58.64%,Nov 2015
1527,Tom Clancy's Rainbow Six Lockdown™,-75%,"R$ 7,49",58.64%,Feb 2006
1528,Ice Age Scrat's Nutty Adventure,-60%,"R$ 23,19",58.62%,Oct 2019
1529,Bionic Commando: Rearmed,-68%,"R$ 5,43",58.53%,Aug 2008
1530,Hacker Evolution: Untold,-50%,"R$ 1,74",58.53%,Sep 2010
1531,古龙风云录,-33%,"R$ 59,62",58.51%,Feb 2024
1532,Pound of Ground,-80%,"R$ 5,99",58.43%,Nov 2010
1533,The Emperor and State,-20%,"R$ 37,59",58.20%,Jul 2024
1534,Amulet of Dreams,-70%,"R$ 4,19",58.16%,Jun 2016
1535,Teria,-90%,"R$ 1,74",58.11%,Jan 2017
1536,My Married Cousin's Need for Seed,-45%,"R$ 14,84",58.03%,Apr 2021
1537,Fall of the New Age Premium Edition,-10%,"R$ 21,15",57.99%,Jan 2014
1538,Xuan-Yuan Sword V,-50%,"R$ 19,50",57.97%,Jan 2023
1539,Miscreation: Evolve Your Creature!,-80%,"R$ 6,59",57.88%,Nov 2019
1540,Faces of Illusion: The Twin Phantoms,-70%,"R$ 14,09",57.83%,Jan 2017
1541,3D Chess,-50%,"R$ 5,44",57.79%,Dec 2016
1542,Call Of The Mighty Warriors,-90%,"R$ 1,74",57.74%,Jun 2016
1543,Legends of Hidden Sword,-50%,"R$ 31,49",57.68%,Apr 2022
1544,Curse of the Sea Rats,-55%,"R$ 26,99",57.18%,Apr 2023
1545,King of Seas,-37%,"R$ 107,46",57.18%,May 2021
1546,Forged Battalion,-50%,"R$ 16,49",56.95%,Aug 2018
1547,Cities in Motion 2,-75%,"R$ 17,99",56.92%,Apr 2013
1548,Rememoried,-70%,"R$ 9,89",56.76%,Aug 2015
1549,The Shadowland,-90%,"R$ 1,74",56.52%,Jul 2016
1550,Unsafe Express,-40%,"R$ 23,09",56.52%,Nov 2024
1551,Exodus from the Earth,-80%,"R$ 4,99",56.47%,Oct 2008
1552,Lovelorn sanatorium Ⅲ,-35%,"R$ 17,21",56.41%,Mar 2023
1553,OnlyFap Simulator 💦,-56%,"R$ 6,37",56.14%,Feb 2022
1554,富甲天下5,-25%,"R$ 19,86",56.02%,Aug 2023
1555,Take On Helicopters,-80%,"R$ 9,99",55.90%,Oct 2011
1556,Police Shootout,-90%,"R$ 4,69",55.68%,Jun 2022
1557,Puzzle Kingdoms,-80%,"R$ 5,59",55.57%,Apr 2009
1558,Bang Bang Fruit,-50%,"R$ 1,74",55.52%,Feb 2017
1559,Naughty College 18+,-50%,"R$ 16,49",55.50%,Jul 2023
1560,Treasure Hunter Simulator,-42%,"R$ 32,29",55.49%,Dec 2018
1561,Princess Isabella: The Rise of an Heir,-75%,"R$ 11,74",55.38%,May 2016
1562,Deep Space,-75%,"R$ 2,17",55.26%,Nov 2020
1563,Comanche,-75%,"R$ 11,24",55.18%,Aug 2021
1564,Wild Romance,-69%,"R$ 8,36",55.18%,Oct 2016
1565,Ageless,-80%,"R$ 15,98",54.97%,Jul 2020
1566,Sky Battles,-90%,"R$ 1,74",54.90%,Mar 2015
1567,Fetish Room 18+,-35%,"R$ 30,54",54.90%,Apr 2024
1568,Dark Heritage: Guardians of Hope,-70%,"R$ 14,09",54.82%,Sep 2015
1569,Krater,-90%,"R$ 2,79",54.77%,Jun 2012
1570,Wordle 5,-50%,"R$ 1,74",54.62%,Oct 2022
1571,Lift It,-90%,"R$ 1,74",54.61%,Jan 2017
1572,Outerverse,-75%,"R$ 14,99",54.60%,Aug 2022
1573,Tru Or Die,-65%,"R$ 20,29",54.53%,Dec 2023
1574,Car Mechanic Simulator VR,-28%,"R$ 59,92",54.51%,Jun 2021
1575,Voodoo Whisperer Curse of a Legend,-80%,"R$ 2,75",54.50%,Apr 2014
1576,Immortal Family,-40%,"R$ 23,09",54.47%,Jul 2024
1577,Fighters Unleashed,-90%,"R$ 1,74",54.44%,Dec 2016
1578,AWAY: The Survival Series,-75%,"R$ 3,67",54.42%,Sep 2021
1579,SYMMETRY,-88%,"R$ 4,61",54.39%,Feb 2018
1580,Alpha Prime,-80%,"R$ 3,99",54.39%,Nov 2007
1581,G.I. Joe: Operation Blackout,-67%,"R$ 19,13",54.33%,Dec 2020
1582,Hookah Cafe Simulator,-60%,"R$ 13,19",54.30%,Jun 2023
1583,Take On Mars,-80%,"R$ 4,99",54.22%,Feb 2017
1584,Ablepsia,-90%,"R$ 1,74",54.20%,Sep 2017
1585,Clicker Arena,-30%,"R$ 20,99",54.02%,Apr 2024
1586,Battle Axe,-75%,"R$ 14,49",53.94%,Apr 2021
1587,Goblin Stone,-30%,"R$ 51,79",53.91%,Mar 2024
1588,Blood And Zombies,-67%,"R$ 15,50",53.89%,Jul 2022
1589,Madness,-50%,"R$ 1,74",53.71%,Nov 2016
1590,The Last Hope: Trump vs Mafia - North Korea,-90%,"R$ 1,74",53.53%,Jan 2017
1591,Help,-90%,"R$ 1,74",53.08%,Oct 2016
1592,Russian Train Trip,-40%,"R$ 8,27",52.92%,Dec 2021
1593,Seek Girl Ⅷ,-50%,"R$ 3,49",52.80%,Apr 2021
1594,LSD,-55%,"R$ 3,14",52.76%,Oct 2017
1595,Live Empire 2,-80%,"R$ 4,32",52.56%,Dec 2021
1596,Azulgar: Star Commanders,-49%,"R$ 30,59",52.47%,Aug 2017
1597,Broken Roads,-30%,"R$ 71,39",52.28%,Apr 2024
1598,She Will Shoot,-50%,"R$ 1,74",52.27%,Oct 2021
1599,Forbidden Planet,-90%,"R$ 1,74",52.03%,Sep 2013
1600,Funfair Ride Simulator 3,-80%,"R$ 4,09",52.03%,Aug 2016
1601,CRIMSON METAL Classic 1999,-87%,"R$ 3,24",51.56%,May 2017
1602,SEX Prison [18+],-75%,"R$ 3,62",51.24%,Nov 2021
1603,Life Simulator,-75%,"R$ 4,64",51.19%,Oct 2020
1604,Cybersex Chronicles [18+],-55%,"R$ 14,84",51.19%,Jun 2023
1605,Band of Defenders,-65%,"R$ 11,54",51.17%,Apr 2018
1606,My Horse: Bonded Spirits,-56%,"R$ 28,65",51.12%,Jun 2024
1607,富甲天下W,-30%,"R$ 18,54",51.06%,Dec 2023
1608,METAL SLUG XX,-80%,"R$ 7,59",50.95%,Feb 2019
1609,Cook Serve Forever,-50%,"R$ 44,49",50.93%,May 2023
1610,Harvest Life,-50%,"R$ 14,49",50.77%,Nov 2017
1611,THE TAG-ALONG OBSESSION,-40%,"R$ 44,39",50.53%,Sep 2024
1612,Sex Gym 3D,-60%,"R$ 13,19",50.00%,Dec 2022
1613,BACKROOMS INVASION,-72%,"R$ 1,95",49.74%,May 2024
1614,Space Survival,-50%,"R$ 1,74",49.71%,Jun 2016
1615,Gumboy - Crazy Adventures™,-50%,"R$ 8,49",49.70%,Dec 2006
1616,X-17,-90%,"R$ 1,74",49.65%,Mar 2016
1617,Fabulous Food Truck,-70%,"R$ 1,94",49.43%,Jul 2016
1618,Numen: Contest of Heroes,-75%,"R$ 6,62",49.37%,Jun 2010
1619,VALHALL: Harbinger - Beta Testing,-40%,"R$ 34,79",49.35%,Oct 2020
1620,Insane Cold: Back to the Ice Age,-72%,"R$ 1,95",49.31%,Aug 2014
1621,Farmer's Father: Save the Innocence,-55%,"R$ 14,84",49.29%,Mar 2024
1622,Sword and Fairy Inn 2,-75%,"R$ 14,99",48.90%,Jul 2022
1623,Spaceguy,-50%,"R$ 1,74",48.75%,Feb 2018
1624,E.T. Armies,-75%,"R$ 6,99",48.66%,Mar 2016
1625,Beer Factory,-30%,"R$ 54,79",48.21%,Jan 2024
1626,Alternativa,-80%,"R$ 6,99",48.04%,Nov 2010
1627,Brothel Simulator 🍓,-55%,"R$ 14,84",47.82%,Jan 2023
1628,Car Tuning Simulator,-50%,"R$ 1,74",47.82%,Oct 2021
1629,Carrier Command: Gaea Mission,-80%,"R$ 25,99",47.78%,Sep 2012
1630,武侠乂 The Swordsmen X,-70%,"R$ 14,24",47.56%,Jul 2018
1631,Kitchen Simulator 2,-50%,"R$ 1,74",47.49%,Aug 2017
1632,Happy New Year Clicker,-85%,"R$ 2,54",47.44%,Dec 2017
1633,Bleeding Border,-90%,"R$ 1,74",47.19%,Nov 2015
1634,Forest Ranger Simulator,-50%,"R$ 14,49",47.13%,Jun 2024
1635,3 Coins At School,-90%,"R$ 1,74",46.98%,Apr 2016
1636,Intelligent Design: An Evolutionary Sandbox,-85%,"R$ 3,52",46.94%,May 2017
1637,The Walking Dead: Destinies,-60%,"R$ 53,99",46.87%,Dec 2023
1638,Rhino's Rage,-90%,"R$ 1,74",46.59%,Mar 2015
1639,A Valley Without Wind 2,-75%,"R$ 11,74",46.58%,Feb 2013
1640,Spire of Sorcery,-60%,"R$ 20,00",46.52%,Oct 2021
1641,Burgers,-25%,"R$ 2,88",46.39%,Aug 2015
1642,Strategic War in Europe,-88%,"R$ 2,45",46.16%,Mar 2014
1643,Don't Cheat On Me,-65%,"R$ 5,80",46.12%,Jan 2021
1644,Rise of the Ancients,-90%,"R$ 1,74",45.88%,May 2016
1645,Colonize,-50%,"R$ 24,99",45.13%,Feb 2024
1646,Time Mysteries: Inheritance - Remastered,-75%,"R$ 11,74",45.05%,Oct 2014
1647,Silent Hunter 5®: Battle of the Atlantic,-75%,"R$ 7,49",44.99%,Mar 2010
1648,MythBusters: The Game - Crazy Experiments Simulator,-47%,"R$ 26,80",44.78%,Sep 2022
1649,Raywin,-90%,"R$ 1,74",44.70%,Jul 2015
1650,ADventure Lib,-50%,"R$ 3,49",44.49%,Aug 2015
1651,深海：即刻抉择,-60%,"R$ 4,95",44.24%,Mar 2020
1652,The Life of One Dog,-50%,"R$ 1,74",43.75%,Oct 2018
1653,Speed Dates,-30%,"R$ 7,34",43.73%,Mar 2023
1654,Gold Hunter,-20%,"R$ 59,19",43.11%,May 2022
1655,Vapour,-6%,"R$ 14,59",42.75%,Jul 2015
1656,Valhalla：Awakening of Valkyrie,-50%,"R$ 8,29",42.40%,Sep 2022
1657,Kitchen Simulator 2015,-50%,"R$ 1,74",42.24%,Sep 2015
1658,Super Meat Shooter,-50%,"R$ 1,74",41.59%,Nov 2017
1659,Gamer Shop Simulator,-60%,"R$ 7,43",41.53%,Nov 2021
1660,Bang Bang Fruit 2,-50%,"R$ 1,74",40.00%,Oct 2017
1661,NHRA Championship Drag Racing: Speed For All,-90%,"R$ 9,39",39.96%,Aug 2022
1662,The God's Chain,-90%,"R$ 1,74",39.22%,Aug 2016
1663,Enchanted Portals,-60%,"R$ 23,99",38.50%,Sep 2023
1664,Survival: Lost Way,-50%,"R$ 1,74",38.30%,Feb 2021
1665,Coal Mining Simulator,-34%,"R$ 44,89",38.25%,Apr 2023
1666,Skull Island: Rise of Kong,-75%,"R$ 26,99",38.07%,Oct 2023
1667,Hacker Evolution Duality,-50%,"R$ 1,74",36.52%,Aug 2011
1668,Dark Shadows - Army of Evil,-90%,"R$ 1,74",36.05%,Mar 2014
1669,幻想曹操传 Fantasy of Caocao,-30%,"R$ 4,89",35.33%,Jan 2022
1670,Road Madness,-90%,"R$ 1,74",35.05%,Apr 2014
1671,Avatar: The Last Airbender - Quest for Balance,-60%,"R$ 53,99",34.97%,Sep 2023
1672,Arma Tactics,-80%,"R$ 4,99",34.32%,Oct 2013
1673,The Swordsmen X: Survival,-70%,"R$ 30,59",29.92%,Apr 2023
1674,Sacred 3,-75%,"R$ 6,99",28.39%,Aug 2014
1675,Feed the Cups,-20%,"R$ 39,99",27.55%,Feb 2024
1676,Yacht Mechanic Simulator,-34%,"R$ 44,89",26.51%,Jul 2022
1677,Time Ramesside (A New Reckoning),-90%,"R$ 1,74",25.81%,May 2015
